Item	Page_Lines	Para	Text
416	57.10 - 57.13	SEC. 5.(k)(2)	any period of 8 consecutive calendar quarters for which the amount of carbon fee rebate payment (without application of subsection (d)) during each such quarter is less than $20.
417	57.14 - 57.15	SEC. 6.	AGRICULTURAL DECARBONIZATION TRANSITION PAYMENTS.
418	57.16 - 57.16	SEC. 6.(a)	PURPOSES.—The purposes of this section are—
419	57.17 - 57.20	SEC. 6.(a)(1)	to provide transition assistance to eligible producers in the agricultural, livestock, and forestry sectors to prepare for and facilitate entry into private sector greenhouse gas credit markets; and
420	57.21 - 57.22	SEC. 6.(a)(2)	to provide for the collection and reporting of data under subsection (d).
421	57.23 - 57.23	SEC. 6.(b)	DEFINITIONS.—In this section:
422	57.24 - 57.24	SEC. 6.(b)(1)	ELIGIBLE LAND.—
423	58.1 - 58.2	SEC. 6.(b)(1)(A)	IN GENERAL.—The term ‘‘eligible land’’ means land in the United States—
424	58.3 - 58.5	SEC. 6.(b)(1)(A)(i)	on which farming, ranching, or forestry may physically and legally be conducted; and
425	58.6 - 58.6	SEC. 6.(b)(1)(A)(ii)	that is—
426	58.7 - 58.12	SEC. 6.(b)(1)(A)(ii)(I)	cropland, grassland, pastureland, rangeland, hayland, or other land on which food, feed, fiber, crops, livestock, or other agricultural products are produced or capable of being produced; or
427	58.13 - 58.16	SEC. 6.(b)(1)(A)(ii)(II)	nonindustrial private forest land (as defined in section 5(c) of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2103a(c))).
428	58.17 - 58.21	SEC. 6.(b)(1)(B)	INCLUSION OF TRIBAL LAND.—The term ‘‘eligible land’’ includes land described in subparagraph (A) that is Indian land (as defined in section 2601 of the Energy Policy Act of 1992 (25 U.S.C. 3501)).
429	58.22 - 58.23	SEC. 6.(b)(2)	ELIGIBLE PRODUCER.—The term ‘‘eligible producer’’ means an individual or legal entity that—
430	58.24 - 58.25	SEC. 6.(b)(2)(A)	is an owner, operator, or tenant of eligible land;
431	59.1 - 59.1	SEC. 6.(b)(2)(B)	has control over the eligible land;
432	59.2 - 59.4	SEC. 6.(b)(2)(C)	is actively engaged in farming, ranching, or forestry on the eligible land, as determined by the Secretary;
433	59.5 - 59.6	SEC. 6.(b)(2)(D)	bears the risk of loss of the farming, ranching, or forestry on the eligible land; and
434	59.7 - 59.10	SEC. 6.(b)(2)(E)	has the ability to enter into an agreement with the Secretary to carry out qualifying practices described in subsection (c)(2) under the program.
435	59.11 - 59.16	SEC. 6.(b)(3)	GREENHOUSE GAS EMISSIONS REDUCTION.—The term ‘‘greenhouse gas emissions reduction’’ means the reduction in greenhouse gas emissions as a result of the adoption of qualifying practices described in subsection (c)(2), as compared to a historical baseline.
436	59.17 - 59.19	SEC. 6.(b)(4)	HISTORICALLY UNDERSERVED.—The term ‘‘historically underserved’’, with respect to an eligible producer, means that the eligible producer—
437	59.20 - 59.20	SEC. 6.(b)(4)(A)	is American Indian or Alaskan Native;
438	59.21 - 59.21	SEC. 6.(b)(4)(B)	is Asian or Asian American;
439	59.22 - 59.22	SEC. 6.(b)(4)(C)	is Black or African American;
440	59.23 - 59.23	SEC. 6.(b)(4)(D)	is Native Hawaiian or Pacific Islander;
441	59.24 - 59.24	SEC. 6.(b)(4)(E)	is Hispanic;
442	59.25 - 59.25	SEC. 6.(b)(4)(F)	is disabled;
443	60.1 - 60.1	SEC. 6.(b)(4)(G)	is female;
444	60.2 - 60.3	SEC. 6.(b)(4)(H)	is new to farming, ranching, or forestry, as determined by the Secretary;
445	60.4 - 60.5	SEC. 6.(b)(4)(I)(i)	has served in the United States Armed Forces; and
446	60.6 - 60.7	SEC. 6.(b)(4)(I)(ii)(I)	has not operated a farm, ranch, or forestry operation;
447	60.8 - 60.9	SEC. 6.(b)(4)(I)(ii)(II)	is new to farming, ranching, or forestry, as determined by the Secretary; or
448	60.10 - 60.11	SEC. 6.(b)(4)(I)(ii)(III)	first obtained veteran status during the previous 5-year period; or
449	60.12 - 60.15	SEC. 6.(b)(4)(J)	is an owner, operator, or tenant of a limited resource farming, ranching, or forestry operation or has a household income not greater than the national poverty level.
450	60.16 - 60.17	SEC. 6.(b)(5)	PROGRAM.—The term ‘‘program’’ means the program established under subsection (c)(1).
451	60.18 - 60.19	SEC. 6.(b)(6)	SECRETARY.—The term ‘‘Secretary’’ means the Secretary of Agriculture.
452	60.20 - 60.20	SEC. 6.(c)	ESTABLISHMENT OF PROGRAM.—
453	60.21 - 61.2	SEC. 6.(c)(1)	IN GENERAL.—The Secretary, in consultation with the Administrator of the Environmental Protection Agency, shall establish a program to provide payments to eligible producers that will assist with the transition to reducing greenhouse gas emissions through the adoption of qualifying practices described in paragraph (2).
454	61.3 - 61.3	SEC. 6.(c)(2)	QUALIFYING PRACTICES.—
455	61.4 - 61.5	SEC. 6.(c)(2)(A)	IN GENERAL.—To be eligible for payments under the program, a practice shall be—
456	61.6 - 61.6	SEC. 6.(c)(2)(A)(i)	approved by the Secretary; and
457	61.7 - 61.9	SEC. 6.(c)(2)(A)(ii)	measurable, reportable, and verifiable for reducing greenhouse gas emissions, as determined by the Secretary.
458	61.10 - 61.12	SEC. 6.(c)(2)(B)	INCLUDED PRACTICES.—Practices that the Secretary may determine to be qualifying practices under the program include—
459	61.13 - 61.15	SEC. 6.(c)(2)(B)(i)	improved crop, soil health, water, and land management systems, including—
460	61.16 - 61.19	SEC. 6.(c)(2)(B)(i)(I)	diversified soil health-enhancing cropping systems that may include resource-conserving crop rotations, cover crops, and sod crops;
461	61.20 - 61.25	SEC. 6.(c)(2)(B)(i)(II)	conservation plantings, such as prairie strips, contour grass strips, filter strips and riparian buffers, field borders, hedgerows, windbreaks, alley cropping, and silvopasture or other agroforestry plantings;
462	62.1 - 62.1	SEC. 6.(c)(2)(B)(i)(III)	conservation tillage;
463	62.2 - 62.4	SEC. 6.(c)(2)(B)(i)(IV)	fertilizer practice improvements, including biologically based nutrient management;
464	62.5 - 62.7	SEC. 6.(c)(2)(B)(i)(V)	ecologically appropriate reforestation and other sustainable forestry and related stewardship practices;
465	62.8 - 62.10	SEC. 6.(c)(2)(B)(i)(VI)	application of soil carbon amendments, such as compost or biochar;
466	62.11 - 62.13	SEC. 6.(c)(2)(B)(i)(VII)	restoration or avoidance of the conversion of grassland, wetland, and forest land; and
467	62.14 - 62.16	SEC. 6.(c)(2)(B)(i)(VIII)	the adoption of organic and other similar advanced agroecological production systems;
468	62.17 - 62.17	SEC. 6.(c)(2)(B)(ii)	livestock management, including—
469	62.18 - 62.19	SEC. 6.(c)(2)(B)(ii)(I)	enteric fermentation reduction, including—
470	62.20 - 62.21	SEC. 6.(c)(2)(B)(ii)(I)(aa)	improved feed, forage, and grazing; and
471	62.22 - 62.24	SEC. 6.(c)(2)(B)(ii)(I)(bb)	feed additives approved by the Commissioner of Food and Drugs;
472	63.1 - 63.3	SEC. 6.(c)(2)(B)(ii)(II)	improved manure management, including anaerobic digesters; and
473	63.4 - 63.5	SEC. 6.(c)(2)(B)(ii)(III)	the integration of livestock and crop production;
474	63.6 - 63.7	SEC. 6.(c)(2)(B)(iii)	on-site capital upgrades and infrastructure investments, including—
475	63.8 - 63.11	SEC. 6.(c)(2)(B)(iii)(I)	building and equipment refurbishment or upgrades, including energy efficiency technologies and digital technologies; and
476	63.12 - 63.13	SEC. 6.(c)(2)(B)(iii)(II)	the adoption of renewable or clean energy;
477	63.14 - 63.18	SEC. 6.(c)(2)(B)(iv)	conservation easements, including farm, ranch, and forest land preservation, that include conservation activities to improve soil health and reduce greenhouse gas emissions; and
478	63.19 - 63.20	SEC. 6.(c)(2)(B)(v)	other similar practices, as determined by the Secretary.
479	63.21 - 63.23	SEC. 6.(c)(3)	CONSIDERATIONS.—In determining the rate and duration of a payment under paragraph (1), the Secretary shall consider—
480	63.24 - 63.25	SEC. 6.(c)(3)(A)	the degree of additionality of the greenhouse gas emissions reduction;
481	64.1 - 64.3	SEC. 6.(c)(3)(B)	whether the recipient of the payment was an early adopter of 1 or more practices that reduce greenhouse gas emissions;
482	64.4 - 64.7	SEC. 6.(c)(3)(C)	the likelihood that the applicable qualifying practice described in paragraph (2) would have been carried out absent the provision of the payment;
483	64.8 - 64.10	SEC. 6.(c)(3)(D)	the degree of transitionality or permanence of the greenhouse gas emissions reduction;
484	64.11 - 64.14	SEC. 6.(c)(3)(E)	whether the applicable qualifying practice described in paragraph (2) provides multiple environmental and health co-benefits in addition to reduced greenhouse gas emissions;
485	64.15 - 64.17	SEC. 6.(c)(3)(F)	the degree to which current soil conditions influence the greenhouse gas emissions reductions;
486	64.18 - 64.20	SEC. 6.(c)(3)(G)	the degree to which the recipient of the payment is a historically underserved eligible producer;
487	64.21 - 64.23	SEC. 6.(c)(3)(H)	the integration with and enhancement of payments and policies of similar Federal, State, or local programs; and
488	64.24 - 65.2	SEC. 6.(c)(3)(I)	any payments received, or to be received, by the applicable eligible producer from a private carbon offset market due to the applicable qualifying practice described in paragraph (2).
490	65.4 - 65.10	SEC. 6.(c)(4)	INELIGIBILITY.—A person that is determined to be in violation of any applicable water or air quality regulation, including under the Federal Water Pollution Control Act (33 U.S.C. 1251 et seq.) (including regulations), shall not be eligible for any payment under paragraph (1) during the period of the violation.
491	65.11 - 65.14	SEC. 6.(c)(5)	EFFECTIVENESS.—The authority to provide payments under this subsection shall be effective for each of the first 10 fiscal years beginning after September 30, 2022.
492	65.15 - 65.15	SEC. 6.(d)	COLLECTION OF DATA AND REPORTING.—
493	65.16 - 65.16	SEC. 6.(d)(1)	MEASUREMENT SYSTEM.—
494	65.17 - 65.24	SEC. 6.(d)(1)(A)	IN GENERAL.—The Secretary shall establish an outcomes-based measurement system (referred to in this paragraph as the ‘‘measurement system’’) that uses the best available science and technology for cost-effective recordkeeping, modeling, and measurement of farmlevel greenhouse gas emissions on eligible land enrolled in the program.
495	66.1 - 66.5	SEC. 6.(d)(1)(B)	STANDARDS.—Not later than 18 months after the date of enactment of this Act, the Secretary shall promulgate standards on the measurement system, based on information obtained from—
496	66.6 - 66.6	SEC. 6.(d)(1)(B)(i)	agro-ecosystem models;
497	66.7 - 66.7	SEC. 6.(d)(1)(B)(ii)	remote sensing data and analysis;
498	66.8 - 66.9	SEC. 6.(d)(1)(B)(iii)	soil health demonstration trials; and
499	66.10 - 66.10	SEC. 6.(d)(1)(B)(iv)	field-level measurement.
500	66.11 - 66.15	SEC. 6.(d)(1)(C)	PROTOCOLS.—In developing the measurement system, the Secretary shall compile and publish a list of generally accepted public and private protocols for soil health and greenhouse gas programs and markets.
501	66.16 - 66.17	SEC. 6.(d)(1)(D)	REVIEW.—The Secretary shall maintain the measurement system by—
502	66.18 - 66.19	SEC. 6.(d)(1)(D)(i)	conducting an annual review of the measurement system; and
503	66.20 - 66.21	SEC. 6.(d)(1)(D)(ii)	making any necessary updates to the measurement system.
504	66.22 - 66.22	SEC. 6.(d)(2)	INVENTORY.—
505	66.23 - 67.6	SEC. 6.(d)(2)(A)	IN GENERAL.—For the purposes of providing payments under the program, the Secretary shall conduct a nationwide soil health and agricultural greenhouse gas emissions inventory that uses the best available science and data to establish baselines and expected average performance for soil carbon drawdown and storage and greenhouse gas emissions reduction by primary production type and production region.
506	67.7 - 67.7	SEC. 6.(d)(2)(B)	DATABASE.—The Secretary shall—
507	67.8 - 67.12	SEC. 6.(d)(2)(B)(i)	establish an accessible and interoperable database for the inventory established under subparagraph (A) using the measurement system established under paragraph (1); and
508	67.13 - 67.15	SEC. 6.(d)(2)(B)(ii)	improve and update the database as new data is collected, but not less frequently than once every 2 years.
509	67.16 - 67.16	SEC. 6.(d)(3)	CRITERIA.—
510	67.17 - 67.21	SEC. 6.(d)(3)(A)	IN GENERAL.—The Secretary shall establish criteria for payments under the program to inform policy and markets established to promote soil carbon sequestration or greenhouse gas emissions reductions.
511	67.22 - 67.23	SEC. 6.(d)(3)(B)	REQUIREMENTS.—The criteria established under subparagraph (A) shall—
512	67.24 - 68.3	SEC. 6.(d)(3)(B)(i)	have a documented likelihood to lead to transitioning towards or providing long-term net greenhouse gas emissions reductions, according to the best available science;
513	68.4 - 68.7	SEC. 6.(d)(3)(B)(ii)	be based in part on environmental impact modeling of the changes of shifting from baseline practices to new or improved practices; and
514	68.8 - 68.10	SEC. 6.(d)(3)(B)(iii)	prevent, to the maximum extent practicable, the degradation of other natural resource or environmental conditions.
515	68.11 - 68.12	SEC. 6.(d)(4)	MEASUREMENT, REPORTING, MONITORING, AND VERIFICATION SERVICES.—
516	68.13 - 68.13	SEC. 6.(d)(4)(A)	IN GENERAL.—The Secretary—
517	68.14 - 68.16	SEC. 6.(d)(4)(A)(i)	shall provide services described in subparagraph (B) to eligible producers participating in the program; and
518	68.17 - 68.21	SEC. 6.(d)(4)(A)(ii)	may approve and provide oversight of 1 or more third-party agents to provide services described in subparagraph (B) to eligible producers participating in the program.
519	68.22 - 68.24	SEC. 6.(d)(4)(B)	SERVICES DESCRIBED.—Services referred to in subparagraph (A) are determining the greenhouse gas emissions reduction by—
520	68.25 - 68.25	SEC. 6.(d)(4)(B)(i)	measurement;
521	69.1 - 69.1	SEC. 6.(d)(4)(B)(ii)	reporting;
522	69.2 - 69.2	SEC. 6.(d)(4)(B)(iii)	monitoring; and
523	69.3 - 69.3	SEC. 6.(d)(4)(B)(iv)	verification.
524	69.4 - 69.6	SEC. 6.(d)(4)(C)	USE OF PROTOCOLS.—Services referred to in subparagraph (A) shall be provided using—
525	69.7 - 69.8	SEC. 6.(d)(4)(C)(i)	the measurement system described in paragraph (1); and
526	69.9 - 69.9	SEC. 6.(d)(4)(C)(ii)	the criteria described in paragraph (3).
528	69.11 - 69.19	SEC. 6.(d)(4)(D)	USE OF DEPARTMENT OF AGRICULTURE RESOURCES.—The Secretary shall require a third-party agent approved under subparagraph (A)(ii) to use the resources, boards, committees, geospatial data, aerial or other maps, employees, offices, and capacities of the Department of Agriculture, to the maximum extent practicable, in providing services under that subparagraph to eligible producers.
529	69.20 - 69.20	SEC. 6.(d)(4)(E)	PRIVACY AND DATA SECURITY.—
530	69.21 - 69.22	SEC. 6.(d)(4)(E)(i)	IN GENERAL.—The Secretary shall establish—
531	69.23 - 70.1	SEC. 6.(d)(4)(E)(i)(I)	safeguards to protect the privacy of information that is submitted through or retained by a third-party agent approved under subparagraph (A), including employees and contractors of the third-party agent; and
533	70.4 - 70.7	SEC. 6.(d)(4)(E)(i)(II)	such other rules and standards of data security as the Secretary determines to be appropriate to carry out this subsection.
534	70.8 - 70.10	SEC. 6.(d)(4)(E)(ii)	PENALTIES.—The Secretary shall establish penalties for any violations of privacy or confidentiality under clause (i).
535	70.11 - 70.11	SEC. 6.(d)(4)(F)	DISCLOSURE OF INFORMATION.—
536	70.12 - 70.15	SEC. 6.(d)(4)(F)(i)	PUBLIC DISCLOSURE.—Information collected for purposes of services provided under subparagraph (A) may be disclosed to the public—
537	70.16 - 70.21	SEC. 6.(d)(4)(F)(i)(I)	if the information is transformed into a statistical or aggregate form such that the information does not include any identifiable or personal information of individual producers; or
538	70.22 - 71.2	SEC. 6.(d)(4)(F)(i)(II)	in a form that may include identifiable or personal information of a producer only if that producer consents to the disclosure of the information.
539	71.3 - 71.9	SEC. 6.(d)(4)(F)(ii)	REQUIREMENT.—The participation of a producer in, and the receipt of any benefit by the producer under, a program under this section or any other program administered by the Secretary may not be conditioned on the producer providing consent under clause (i)(II).
540	71.10 - 71.20	SEC. 6.(d)(4)(F)(iii)	RESEARCH, AUDIT, AND PROGRAM IMPROVEMENT.—Information collected for the purposes of services provided under subparagraph (A) may be disclosed for the purposes of providing technical assistance, including audit, research, or improvement of a program under this section, either in aggregate or in a form that includes identifiable or personal information of a producer, if the Secretary obtains adequate assurances that—
541	71.21 - 71.23	SEC. 6.(d)(4)(F)(iii)(I)	the recipient shall ensure privacy safeguards of identifiable or personal information of a producer; and
542	71.24 - 72.2	SEC. 6.(d)(4)(F)(iii)(II)	the release of any data to the public will only occur only if the data has been transformed into a statistical or aggregate form.
543	72.3 - 72.5	SEC. 6.(e)	REGULATIONS.—Not later than July 1, 2022, the Secretary shall promulgate regulations to carry out this section, including—
544	72.6 - 72.6	SEC. 6.(e)(1)	the amount of a payment under subsection (c), which shall be based on—
546	72.8 - 72.9	SEC. 6.(e)(1)(A)	the quantity of carbon dioxide equivalent emissions reduced; and
547	72.10 - 72.11	SEC. 6.(e)(1)(B)	the considerations described in subsection (c)(3);
548	72.12 - 72.15	SEC. 6.(e)(2)	a methodology that any third-party agents approved under subsection (d)(4)(A)(ii) shall use to provide the services under that subsection, including—
549	72.16 - 72.16	SEC. 6.(e)(2)(A)	an accreditation process; and
550	72.17 - 72.17	SEC. 6.(e)(2)(B)	a conflict of interest policy; and
551	72.18 - 72.21	SEC. 6.(e)(3)	provisions for the ownership and transportability of data, including historical data, generated by an eligible producer for the purpose of determining eligibility for payments under the program.
552	72.22 - 72.23	SEC. 7.	TRANSITION ASSISTANCE FOR IMPACTED COMMUNITIES.
553	72.24 - 72.24	SEC. 7.(a)	DEFINITIONS.—In this section:
554	73.1 - 73.4	SEC. 7.(a)(1)	INDIAN TRIBE.—The term ‘‘Indian Tribe’’ has the meaning given the term in section 4 of the Indian Self-Determination and Education Assistance Act (25 U.S.C. 5304).
555	73.5 - 73.9	SEC. 7.(a)(2)	INDIVIDUAL WITH A BARRIER TO EMPLOYMENT.—The term ‘‘individual with a barrier to employment’’ has the meaning given the term in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102).
556	73.10 - 73.13	SEC. 7.(a)(3)	INSTITUTION OF HIGHER EDUCATION.—The term ‘‘institution of higher education’’ has the meaning given the term in section 101 of the Higher Education Act of 1965 (20 U.S.C. 1001).
557	73.14 - 73.17	SEC. 7.(a)(4)	LOCAL BOARD.—The term ‘‘local board’’ has the meaning given the term in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102).
558	73.18 - 73.22	SEC. 7.(a)(5)	RECOGNIZED POSTSECONDARY CREDENTIAL.—The term ‘‘recognized postsecondary credential’’ has the meaning given the term in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102).
559	73.23 - 74.2	SEC. 7.(a)(6)	SECRETARY.—The term ‘‘Secretary’’ means the Secretary of Commerce, acting through the Assistant Secretary of Commerce for Economic Development.
560	74.3 - 74.3	SEC. 7.(a)(7)	STATE.—The term ‘‘State’’ means—
561	74.4 - 74.4	SEC. 7.(a)(7)(A)	a State;
562	74.5 - 74.5	SEC. 7.(a)(7)(B)	the District of Columbia;
563	74.6 - 74.7	SEC. 7.(a)(7)(C)	the Commonwealth of Puerto Rico; and
564	74.8 - 74.9	SEC. 7.(a)(7)(D)	any other territory or possession of the United States.
565	74.10 - 74.13	SEC. 7.(a)(8)	STATE BOARD.—The term ‘‘State board’’ has the meaning given the term in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102).
566	74.14 - 74.17	SEC. 7.(a)(9)	SUPPORTIVE SERVICES.—The term ‘‘supportive services’’ has the meaning given the term in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102).
567	74.18 - 74.20	SEC. 7.(b)	GRANTS.—The Secretary, in coordination with the Secretary of Labor, shall provide grants to eligible entities for transition assistance to a low-carbon economy.
568	74.21 - 75.2	SEC. 7.(c)	ELIGIBLE ENTITIES.—An entity eligible to receive a grant under this section is a labor organization, an institution of higher education, a unit of State or local government, an Indian Tribe, an economic development organization, a nonprofit organization, community-based organization, or intermediary, or a State board or local board that serves or is located in a community that—
569	75.3 - 75.6	SEC. 7.(c)(1)	as determined by the Secretary, in coordination with the Secretary of Labor, has been or will be impacted by economic changes in carbon-intensive industries, including job losses;
570	75.7 - 75.12	SEC. 7.(c)(2)	as determined by the Secretary, in consultation with the Administrator of the Federal Emergency Management Agency, has been or is at risk of being impacted by extreme weather events, sea level rise, and natural disasters related to climate change; or
571	75.13 - 75.17	SEC. 7.(c)(3)	as determined by the Secretary, in consultation with the Administrator of the Environmental Protection Agency, has been impacted by harmful residuals from a fossil fuel or carbon-intensive industry.
572	75.18 - 75.19	SEC. 7.(d)	USE OF FUNDS.—An eligible entity that receives a grant under this section shall use the grant for—
573	75.20 - 75.21	SEC. 7.(d)(1)	economic and workforce development activities, such as—
574	75.22 - 75.22	SEC. 7.(d)(1)(A)	job creation;
575	75.23 - 76.2	SEC. 7.(d)(1)(B)	providing reemployment and worker transition assistance, including registered apprenticeships, subsidized employment, job training, transitional jobs, and supportive services, with priority given to—
576	76.3 - 76.4	SEC. 7.(d)(1)(B)(i)	workers impacted by changes in carbon-intensive industries;
577	76.5 - 76.6	SEC. 7.(d)(1)(B)(ii)	individuals with a barrier to employment; and
578	76.7 - 76.8	SEC. 7.(d)(1)(B)(iii)	programs that lead to a recognized postsecondary credential;
579	76.9 - 76.11	SEC. 7.(d)(1)(C)	local and regional investment, including commercial and industrial economic diversification;
580	76.12 - 76.12	SEC. 7.(d)(1)(D)	export promotion; and
581	76.13 - 76.15	SEC. 7.(d)(1)(E)	establishment of a monthly subsidy payment for workers who retire early due to economic changes in carbon-intensive industries;
582	76.16 - 76.16	SEC. 7.(d)(2)	climate change resiliency, such as—
583	76.17 - 76.19	SEC. 7.(d)(2)(A)	building electrical, communications, utility, transportation, and other infrastructure in flood-prone areas above flood zone levels;
584	76.20 - 76.22	SEC. 7.(d)(2)(B)	building flood and stormproofing measures in flood-prone areas and erosionprone areas;
585	76.23 - 77.2	SEC. 7.(d)(2)(C)	increasing the resilience of a surface transportation infrastructure asset to withstand extreme weather events and climate change impacts;
586	77.3 - 77.3	SEC. 7.(d)(2)(D)	improving stormwater infrastructure;
587	77.4 - 77.5	SEC. 7.(d)(2)(E)	increasing the resilience of agriculture to extreme weather;
588	77.6 - 77.6	SEC. 7.(d)(2)(F)	ecological restoration;
589	77.7 - 77.8	SEC. 7.(d)(2)(G)	increasing the resilience of forests to wildfires;
590	77.9 - 77.9	SEC. 7.(d)(2)(H)	increasing coastal resilience; and
591	77.10 - 77.11	SEC. 7.(d)(2)(I)	implementing heat island cooling strategies;
592	77.12 - 77.15	SEC. 7.(d)(3)	environmental cleanup from fossil fuel industry facilities that are abandoned or retired, or closed due to bankruptcy, and residuals from carbon-intensive industries, such as—
593	77.16 - 77.16	SEC. 7.(d)(3)(A)	coal ash and petroleum coke cleanup;
594	77.17 - 77.17	SEC. 7.(d)(3)(B)	mine reclamation;
595	77.18 - 77.20	SEC. 7.(d)(3)(C)	reclamation and plugging of abandoned oil and natural gas wells on private and public land; and
596	77.21 - 77.22	SEC. 7.(d)(3)(D)	remediation of impaired waterways and drinking water resources; or
597	77.23 - 78.2	SEC. 7.(d)(4)	other activities as the Secretary, in coordination with the Secretary of Labor, the Administrator of the Federal Emergency Management Agency, and the Administrator of the Environmental Protection Agency, determines to be appropriate.
598	78.3 - 78.3	SEC. 7.(e)	REQUIREMENTS.—
599	78.4 - 78.9	SEC. 7.(e)(1)	LABOR STANDARDS; NONDISCRIMINATION.—An eligible entity that receives a grant under this section shall use the funds in a manner consistent with sections 181 and 188 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3241, 3248).
600	78.10 - 78.10	SEC. 7.(e)(2)	WAGE RATE REQUIREMENTS.—
601	78.11 - 78.21	SEC. 7.(e)(2)(A)	IN GENERAL.—All laborers and mechanics employed by eligible entities to carry out projects and activities funded directly by or assisted in whole or in part by a grant under this section shall be paid at wages at rates not less than those prevailing on projects of a similar character in the locality as determined by the Secretary of Labor in accordance with subchapter IV of chapter 31 of title 40, United States Code (commonly known as the ‘‘DavisBacon Act’’).
602	78.22 - 79.3	SEC. 7.(e)(2)(B)	AUTHORITY.—With respect to the labor standards specified in subparagraph (A), the Secretary of Labor shall have the authority and functions set forth in Reorganization Plan Numbered 14 of 1950 (64 Stat. 1267; 5 U.S.C. App.) and section 3145 of title 40, United States Code.
603	79.4 - 79.4	SEC. 7.(e)(3)	BUY AMERICA REQUIREMENTS.—
604	79.5 - 79.8	SEC. 7.(e)(3)(A)	IN GENERAL.—All iron, steel, and manufactured goods used for projects and activities carried out with a grant under this section shall be produced in the United States.
605	79.9 - 79.11	SEC. 7.(e)(3)(B)	WAIVER.—The Secretary may waive the requirement in subparagraph (A) if the Secretary finds that—
606	79.12 - 79.13	SEC. 7.(e)(3)(B)(i)	enforcing the requirement would be inconsistent with the public interest;
607	79.14 - 79.18	SEC. 7.(e)(3)(B)(ii)	the iron, steel, and manufactured goods produced in the United States are not produced in a sufficient and reasonably available amount or are not of a satisfactory quality; or
608	79.19 - 79.21	SEC. 7.(e)(3)(B)(iii)	enforcing the requirement will increase the overall cost of the project or activity by more than 25 percent.
609	79.22 - 79.25	SEC. 7.(f)	COORDINATION.—An eligible entity that receives a grant under this section is encouraged to collaborate or partner with other eligible entities in carrying out activities with that grant.
610	80.1 - 80.5	SEC. 7.(g)	REPORT.—Not later than 3 years after the date on which the Secretary establishes the grant program under this section, the Secretary and the Secretary of Labor shall submit to Congress a report on the effectiveness of the grant program, including—
611	80.6 - 80.8	SEC. 7.(g)(1)	the number of individuals that have received reemployment or worker transition assistance under this section;
612	80.9 - 80.11	SEC. 7.(g)(2)	a description of any job creation activities carried out with a grant under this section and the number of jobs created from those activities;
613	80.12 - 80.15	SEC. 7.(g)(3)	the percentage of individuals that have received reemployment or worker transition assistance under this section who are, during the second and fourth quarters after exiting the program—
614	80.16 - 80.16	SEC. 7.(g)(3)(A)	in education or training activities; or
615	80.17 - 80.17	SEC. 7.(g)(3)(B)	employed;
616	80.18 - 80.21	SEC. 7.(g)(4)	the average wages of individuals that have received reemployment or worker transition assistance under this section during the second and fourth quarters after exit from the program;
617	80.22 - 80.23	SEC. 7.(g)(5)	a description of any regional investment activities carried out with a grant under this section;
618	81.1 - 81.3	SEC. 7.(g)(6)	a description of any export promotion activities carried out with a grant under this section, including—
619	81.4 - 81.5	SEC. 7.(g)(6)(A)	a description of the products promoted; and
620	81.6 - 81.7	SEC. 7.(g)(6)(B)	an analysis of any increase in exports as a result of the promotion;
621	81.8 - 81.9	SEC. 7.(g)(7)	a description of any resilience activities carried out with a grant under this section;
622	81.10 - 81.13	SEC. 7.(g)(8)	a description of any cleanup activities from fossil fuel industry facilities or carbon-intensive industries carried out with a grant under this section; and
623	81.14 - 81.17	SEC. 7.(g)(9)	the distribution of funding among geographic and socioeconomic groups, including urban and rural communities, low-income communities, communities of color, and Indian Tribes.
624	81.18 - 81.18	SEC. 7.(h)	FUNDING.—
625	81.19 - 81.23	SEC. 7.(h)(1)	INITIAL FUNDING.—There is appropriated to the Secretary, out of any funds in the Treasury not otherwise appropriated, $5,000,000,000 for each of fiscal years 2022 and 2023 to carry out this section, to remain available until expended.
626	81.24 - 82.3	SEC. 7.(h)(2)	AMERICA’S CLEAN FUTURE FUND.—The Secretary shall carry out this section using amounts made available from the America’s Clean Future Fund under section 9512 of the Internal Revenue Code of 1986 (as added by section 4).
627	82.4 - 82.4	SEC. 8.	STUDY ON CARBON PRICING.
628	82.5 - 82.13	SEC. 8.(a)	IN GENERAL.—Not later than January 1, 2025, the Administrator of the Environmental Protection Agency (referred to in this section as the ‘‘Administrator’’) shall seek to enter into an agreement with the National Academy of Sciences under which the National Academy of Sciences shall carry out a study not less frequently than once every 5 years to evaluate the effectiveness of the fees established under sections 4692 and 4693 of the Internal Revenue Code of 1986 in achieving the following goals:
629	82.14 - 82.15	SEC. 8.(a)(1)	A net reduction of greenhouse gas emissions by 45 percent, based on 2018 levels, by 2030.
630	82.16 - 82.17	SEC. 8.(a)(2)	A net reduction of greenhouse gas emissions by 100 percent, based on 2018 levels, by 2050.
631	82.18 - 82.21	SEC. 8.(b)	REQUIREMENTS.—In executing the agreement under subsection (a), the Administrator shall ensure that, in carrying out a study under that subsection, the National Academy of Sciences—
